effective_creep_strain,effective_plastic_strain,id,stress_xx,stress_xy,stress_xz,stress_yy,stress_yz,stress_zz,x,y,z
2.5820347250059e-07,0.00098934831339356,137,201978696.62679,-9.7692350368353e-08,2.0999617323437e-07,-2.2631138563156e-07,7.6624466965849e-08,-1.8998980522156e-07,0.0055,0.0055,0.000375
2.5820347250058e-07,0.00098934831339356,138,201978696.62679,-1.115197010676e-07,-1.3484260479196e-07,-2.1792948246002e-07,1.1455794648595e-07,-2.9243528842926e-07,0.0065,0.0055,0.000375
2.5820347250057e-07,0.00098934831339355,139,201978696.62679,1.1651988018454e-08,6.973949602902e-08,-2.6728957891464e-07,-1.0548590246696e-07,-2.6822090148926e-07,0.0075,0.0055,0.000375
2.5820347250056e-07,0.00098934831339354,140,201978696.62679,8.1107836960791e-08,-9.0031532322126e-09,-1.8160790205002e-07,-1.1704327395762e-07,-1.7136335372925e-07,0.0085,0.0055,0.000375
2.5820347250058e-07,0.00098934831339354,141,201978696.62679,-1.3774327170398e-08,1.1753001281328e-07,1.0058283805847e-07,6.9247969512833e-08,9.4994902610779e-08,0.0095,0.0055,0.000375
2.5820347250051e-07,0.00098934831339355,142,201978696.62679,1.054206938299e-08,-2.849970544258e-07,1.2945383787155e-07,1.3574389041681e-07,1.4342367649078e-07,0.0105,0.0055,0.000375
2.5820347249977e-07,0.00098934831339356,143,201978696.62679,-5.8980213085537e-08,-7.9633725210925e-07,-8.6612999439239e-08,-4.2910612065531e-08,3.7252902984619e-09,0.0115,0.0055,0.000375
2.5820347250061e-07,0.00098934831339357,144,201978696.62679,3.2103820134521e-09,2.8277823887317e-08,-1.3411045074463e-07,-4.8753930749333e-09,-1.322478055954e-07,0.0005,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,145,201978696.62679,-1.8582064845603e-08,1.0043576750322e-07,-2.7753412723541e-07,5.112710391767e-09,-2.6635825634003e-07,0.0015,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,146,201978696.62679,1.7576689479691e-08,1.5346337450899e-07,-1.2200325727463e-07,1.1826187082319e-10,-8.5681676864624e-08,0.0025,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,147,201978696.62679,2.3137543893596e-08,-1.6246630907883e-07,-1.6484409570694e-07,3.0142535684353e-09,-1.1920928955078e-07,0.0035,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,148,201978696.62679,2.6007876899083e-09,-2.4074556844619e-07,-1.5739351511002e-07,1.8886384448881e-08,-1.1734664440155e-07,0.0045,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,149,201978696.62679,3.366628666582e-08,1.0557773790663e-07,-2.0954757928848e-07,2.3053141125826e-08,-2.0675361156464e-07,0.0055,0.0005,0.000625
2.582034725006e-07,0.00098934831339357,150,201978696.62679,7.6445204765024e-08,-1.1568497067896e-07,-1.8998980522156e-07,6.3752993731783e-09,-1.3969838619232e-07,0.0065,0.0005,0.000625
2.582034725006e-07,0.00098934831339357,151,201978696.62679,-5.052684381503e-08,-5.2727833273471e-07,-1.2759119272232e-07,3.1080029838988e-08,-6.7055225372314e-08,0.0075,0.0005,0.000625
2.5820347250057e-07,0.00098934831339357,152,201978696.62679,-7.8521029667882e-08,-2.173721776559e-08,-4.0978193283081e-07,-1.39137179756e-09,-3.7811696529388e-07,0.0085,0.0005,0.000625
2.5820347250056e-07,0.00098934831339356,153,201978696.62679,-4.1336864173473e-08,1.1492146199025e-07,-1.3969838619232e-07,-3.0784951697785e-09,-3.6135315895081e-07,0.0095,0.0005,0.000625
2.5820347250046e-07,0.00098934831339353,154,201978696.62679,7.9357970683329e-08,1.4866273824939e-07,-3.427267074585e-07,1.567692507643e-08,4.0978193283081e-08,0.0105,0.0005,0.000625
2.5820347249965e-07,0.00098934831339348,155,201978696.62679,2.6223998025064e-08,6.5460775742619e-07,-1.346692442894e-06,6.2653114237152e-08,1.4696270227432e-06,0.0115,0.0005,0.000625
2.5820347250061e-07,0.00098934831339357,156,201978696.62679,-3.0603896380149e-09,-2.7318608626883e-09,-1.4621764421463e-07,1.6821571469546e-08,-1.5459954738617e-07,0.0005,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,157,201978696.62679,-1.3321594776612e-08,6.5545406572573e-08,-9.4994902610779e-08,2.8222076205672e-08,-1.3038516044617e-07,0.0015,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,158,201978696.62679,-2.1280685543747e-08,1.1261562426108e-07,-7.4505805969238e-08,6.6514115244643e-09,-5.0291419029236e-08,0.0025,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,159,201978696.62679,-3.0581023948219e-08,6.8860242962344e-08,-2.7474015951157e-07,1.8530221332193e-08,-2.589076757431e-07,0.0035,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,160,201978696.62679,-1.2297529407033e-08,-1.0013590678887e-07,-6.2398612499237e-08,2.4454392668347e-08,-9.1269612312317e-08,0.0045,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,161,201978696.62679,-3.852629686161e-08,9.7661559196335e-08,-3.0733644962311e-07,4.401428251505e-09,-2.7939677238464e-07,0.0055,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,162,201978696.62679,-6.5595673164385e-08,-1.5223730672933e-08,-6.5192580223084e-08,-5.5248286300897e-09,-3.911554813385e-08,0.0065,0.0015,0.000625
2.582034725006e-07,0.00098934831339357,163,201978696.62679,-1.3928414871572e-08,-3.3506312780691e-07,-1.8533319234848e-07,-5.9569992137749e-09,-1.5459954738617e-07,0.0075,0.0015,0.000625
2.5820347250058e-07,0.00098934831339357,164,201978696.62679,-1.59412776759e-09,-1.5306090507509e-07,-1.4342367649078e-07,1.1098985925917e-09,-1.0989606380463e-07,0.0085,0.0015,0.000625
2.5820347250057e-07,0.00098934831339356,165,201978696.62679,4.1465535461547e-08,1.7947151288129e-07,-3.1013041734695e-07,3.2573169581307e-08,-5.2154064178467e-07,0.0095,0.0015,0.000625
2.5820347250046e-07,0.00098934831339354,166,201978696.62679,1.4360523700743e-07,8.1268125491304e-07,-2.1699815988541e-07,-1.4883449067258e-08,-3.3527612686157e-08,0.0105,0.0015,0.000625
2.5820347249961e-07,0.00098934831339349,167,201978696.62679,1.2982626777297e-07,1.0761958686976e-06,-1.4239922165871e-06,9.2487643541069e-08,1.1418014764786e-06,0.0115,0.0015,0.000625
2.5820347250061e-07,0.00098934831339357,168,201978696.62679,1.0819960870383e-08,3.3423885261467e-08,-9.0338289737701e-08,-3.9039779362412e-08,-4.6566128730774e-08,0.0005,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,169,201978696.62679,-1.4660110952033e-09,8.5940665709434e-08,-1.1082738637924e-07,-1.5652166595586e-09,-1.2665987014771e-07,0.0015,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,170,201978696.62679,-2.7286163571739e-09,1.0232797819297e-08,-1.8160790205002e-07,-7.132160156428e-08,-1.3783574104309e-07,0.0025,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,171,201978696.62679,4.7266772701923e-08,1.149885932451e-07,-2.3655593395233e-07,-2.4924804167088e-08,-1.5459954738617e-07,0.0035,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,172,201978696.62679,3.7458242293642e-08,3.8461778410305e-07,-1.5832483768463e-07,1.3523956036172e-08,-1.2107193470001e-07,0.0045,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,173,201978696.62679,-3.7406778556156e-08,2.9176594404292e-07,-4.0140002965927e-07,4.0778401813142e-08,-4.5448541641235e-07,0.0055,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,174,201978696.62679,1.3368679493479e-08,3.4330251017069e-09,1.3038516044617e-07,3.3334050107568e-08,1.4156103134155e-07,0.0065,0.0025,0.000625
2.5820347250061e-07,0.00098934831339357,175,201978696.62679,-6.3443204860299e-08,-5.5722688907747e-07,-2.9802322387695e-08,7.8553867525146e-09,7.4505805969238e-08,0.0075,0.0025,0.000625
2.582034725006e-07,0.00098934831339356,176,201978696.62679,-8.9114350000827e-08,-1.3429896636502e-07,7.2643160820007e-08,-4.58030412723e-09,2.104789018631e-07,0.0085,0.0025,0.000625
2.582034725006e-07,0.00098934831339355,177,201978696.62679,4.0702665053877e-10,4.3022357781698e-08,-1.2386590242386e-07,-4.1648405782949e-08,-3.371387720108e-07,0.0095,0.0025,0.000625
2.5820347250047e-07,0.00098934831339354,178,201978696.62679,-3.5671447669517e-08,1.6959521804592e-07,-1.806765794754e-07,5.2200760335674e-08,-2.2538006305695e-07,0.0105,0.0025,0.000625
2.5820347249955e-07,0.0009893483133935,179,201978696.62679,6.2771847116282e-08,7.5020874133049e-07,-9.0152025222778e-07,-1.0245453211965e-07,5.7555735111237e-07,0.0115,0.0025,0.000625
2.582034725006e-07,0.00098934831339357,180,201978696.62679,3.0903424570739e-09,-3.0705608677288e-08,1.7695128917694e-08,1.6263697954676e-08,-1.6763806343079e-08,0.0005,0.0035,0.000625
2.582034725006e-07,0.00098934831339357,181,201978696.62679,-4.7425733113291e-09,1.881544331996e-08,6.6123902797699e-08,-1.9520278979608e-10,7.82310962677e-08,0.0015,0.0035,0.000625
2.582034725006e-07,0.00098934831339357,182,201978696.62679,-9.1518570975037e-09,-5.4388912666965e-08,-2.5518238544464e-07,-1.7101197156583e-08,-1.8998980522156e-07,0.0025,0.0035,0.000625
2.582034725006e-07,0.00098934831339357,183,201978696.62679,-4.1052887944627e-09,1.055865593001e-07,-4.936009645462e-08,3.9603977187619e-08,-1.1175870895386e-08,0.0035,0.0035,0.000625
2.582034725006e-07,0.00098934831339357,184,201978696.62679,-1.4195317943432e-08,1.2586898169008e-07,-2.7474015951157e-07,7.7989860801361e-08,-2.2724270820618e-07,0.0045,0.0035,0.000625
2.5820347250061e-07,0.00098934831339357,185,201978696.62679,1.7573508771058e-08,4.498171413314e-07,-3.3527612686157e-08,5.7366518923043e-08,-1.0430812835693e-07,0.0055,0.0035,0.000625
2.5820347250061e-07,0.00098934831339357,186,201978696.62679,4.5434456876417e-08,-2.9040931875819e-08,-2.7008354663849e-08,-5.0644148986728e-08,-4.6566128730774e-08,0.0065,0.0035,0.000625
2.5820347250062e-07,0.00098934831339356,187,201978696.62679,-2.4175009436575e-08,1.2399900537668e-07,-1.1641532182693e-07,-7.1728935264635e-08,-4.2840838432312e-08,0.0075,0.0035,0.000625
2.5820347250062e-07,0.00098934831339355,188,201978696.62679,-8.7602083224589e-08,2.0752351708734e-07,-2.7008354663849e-08,-1.291324007676e-09,6.3329935073853e-08,0.0085,0.0035,0.000625
2.5820347250063e-07,0.00098934831339354,189,201978696.62679,-7.2347884021168e-08,3.0980934535978e-07,-3.7252902984619e-09,1.2441638135238e-07,-1.2852251529694e-07,0.0095,0.0035,0.000625
2.582034725005e-07,0.00098934831339354,190,201978696.62679,9.8413926142724e-08,-4.5153299344095e-07,-9.4994902610779e-08,8.4808794023462e-08,-2.9243528842926e-07,0.0105,0.0035,0.000625
2.5820347249948e-07,0.00098934831339353,191,201978696.62679,1.789708687121e-07,-2.8303013680631e-07,-3.790482878685e-07,-1.1493590521571e-07,8.1956386566162e-08,0.0115,0.0035,0.000625
2.582034725006e-07,0.00098934831339357,192,201978696.62679,2.6908819919613e-08,-2.8536357714576e-08,-8.3819031715393e-08,9.1077038686372e-08,-1.0058283805847e-07,0.0005,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,193,201978696.62679,-2.0937332544942e-08,-4.3158611535539e-08,7.9162418842316e-08,4.5961811866279e-08,2.9802322387695e-08,0.0015,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,194,201978696.62679,-1.7872582701288e-08,-3.8641307324367e-08,-2.0395964384079e-07,1.9245256256761e-08,-1.3783574104309e-07,0.0025,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,195,201978696.62679,1.3256253080552e-08,1.8498220693628e-08,9.0338289737701e-08,-2.5604942350667e-08,1.8998980522156e-07,0.0035,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,196,201978696.62679,-2.5380888017606e-09,5.9808366471965e-08,-1.8533319234848e-07,5.6727019627035e-08,-1.2293457984924e-07,0.0045,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,197,201978696.62679,4.1365921111689e-08,2.2068728446903e-07,-4.0978193283081e-08,-2.2013117327037e-08,-2.6077032089233e-08,0.0055,0.0045,0.000625
2.582034725006e-07,0.00098934831339356,198,201978696.62679,-2.1766870792447e-08,2.386996198563e-07,2.5052577257156e-07,-2.009011434216e-08,1.806765794754e-07,0.0065,0.0045,0.000625
2.582034725006e-07,0.00098934831339355,199,201978696.62679,-3.117834258319e-08,3.5661117029866e-07,-2.9522925615311e-07,-6.2277550326129e-08,-2.2538006305695e-07,0.0075,0.0045,0.000625
2.5820347250061e-07,0.00098934831339355,200,201978696.62679,6.5335772748388e-09,1.469475710919e-07,-1.862645149231e-08,-6.6572076623364e-08,-3.5390257835388e-08,0.0085,0.0045,0.000625
2.5820347250064e-07,0.00098934831339354,201,201978696.62679,7.6176616022414e-08,7.3815047447822e-08,6.6123902797699e-08,-3.9126179221443e-09,-4.8428773880005e-08,0.0095,0.0045,0.000625
2.5820347250055e-07,0.00098934831339354,202,201978696.62679,2.1744738358188e-07,-5.6574023636942e-07,1.2107193470001e-07,8.6514094062748e-08,-2.4214386940002e-08,0.0105,0.0045,0.000625
2.5820347249949e-07,0.00098934831339354,203,201978696.62679,1.2580768931601e-07,-3.6914628046105e-07,-1.3969838619232e-07,2.2779126042267e-08,1.322478055954e-07,0.0115,0.0045,0.000625
2.582034725006e-07,0.00098934831339357,204,201978696.62679,1.2615361493158e-08,2.5188632969164e-08,-6.2398612499237e-08,-3.8087628691774e-08,-4.8428773880005e-08,0.0005,0.0055,0.000625
2.582034725006e-07,0.00098934831339357,205,201978696.62679,-3.4205682597115e-08,2.448872388466e-08,-2.3376196622849e-07,1.965303187825e-08,-1.6205012798309e-07,0.0015,0.0055,0.000625
2.582034725006e-07,0.00098934831339357,206,201978696.62679,1.4951348565395e-08,-4.3331443485465e-08,-1.2386590242386e-07,4.9948049246499e-08,-1.2852251529694e-07,0.0025,0.0055,0.000625
2.5820347250059e-07,0.00098934831339357,207,201978696.62679,1.0043225068562e-08,-8.7455035037911e-09,1.145526766777e-07,-2.6006728713523e-10,6.7055225372314e-08,0.0035,0.0055,0.000625
2.5820347250059e-07,0.00098934831339357,208,201978696.62679,-8.5576054811083e-10,1.36001193614e-08,1.4342367649078e-07,6.5829738027e-08,1.2665987014771e-07,0.0045,0.0055,0.000625
2.5820347250059e-07,0.00098934831339356,209,201978696.62679,-1.9021002015227e-08,2.2649537543294e-07,-5.4016709327698e-08,-3.4186286061804e-08,-1.6391277313232e-07,0.0055,0.0055,0.000625
2.5820347250058e-07,0.00098934831339356,210,201978696.62679,-7.703763908296e-08,3.1692329708572e-07,-3.2037496566772e-07,6.734100419398e-08,-3.8370490074158e-07,0.0065,0.0055,0.000625
2.5820347250058e-07,0.00098934831339355,211,201978696.62679,6.4766221861748e-08,1.8381847046501e-07,2.0023435354233e-07,-1.4869986609303e-08,1.9371509552002e-07,0.0075,0.0055,0.000625
2.5820347250056e-07,0.00098934831339354,212,201978696.62679,2.2849483164797e-07,2.6917117216391e-07,-1.1920928955078e-07,-9.2738010511e-08,-1.7322599887848e-07,0.0085,0.0055,0.000625
2.5820347250056e-07,0.00098934831339354,213,201978696.62679,2.6231441447068e-08,-2.9005047857658e-08,1.2572854757309e-07,-1.0677429671888e-07,6.1467289924622e-08,0.0095,0.0055,0.000625
2.582034725005e-07,0.00098934831339355,214,201978696.62679,1.2343668698783e-07,-1.20504166786e-07,1.7695128917694e-08,1.044435843877e-07,-3.7252902984619e-09,0.0105,0.0055,0.000625
2.5820347249981e-07,0.00098934831339356,215,201978696.62679,6.5435350954444e-08,8.5003576583441e-08,-2.1979212760925e-07,-2.0642433012698e-08,-1.4156103134155e-07,0.0115,0.0055,0.000625
2.5820347250061e-07,0.00098934831339357,216,201978696.62679,-4.2754570634784e-09,4.4013609939934e-10,-2.9802322387695e-08,-2.2232091470063e-08,-2.9802322387695e-08,0.0005,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,217,201978696.62679,-2.3576143601421e-08,-3.1179800012046e-08,-9.2200934886932e-08,4.3622832451438e-09,-4.6566128730774e-08,0.0015,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,218,201978696.62679,-3.5311851207792e-09,-2.3499038760615e-08,-6.6123902797699e-08,1.4486756440143e-08,-1.2852251529694e-07,0.0025,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,219,201978696.62679,1.1971775512027e-08,-1.0021467309533e-07,-9.2200934886932e-08,-7.1670918241441e-09,-3.7252902984619e-08,0.0035,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,220,201978696.62679,8.8889105775861e-09,-6.0892159517716e-08,-1.7415732145309e-07,2.4066168253229e-09,-1.6763806343079e-08,0.0045,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,221,201978696.62679,-2.5897838451048e-08,5.058582978452e-08,-1.5273690223694e-07,5.1321312156657e-08,-1.862645149231e-08,0.0055,0.0005,0.000875
2.582034725006e-07,0.00098934831339358,222,201978696.62679,3.2111929368045e-08,1.7219441020336e-07,1.322478055954e-07,2.931454298786e-09,2.4028122425079e-07,0.0065,0.0005,0.000875
2.582034725006e-07,0.00098934831339357,223,201978696.62679,-1.7648096975915e-07,8.1765734686412e-08,-2.225860953331e-07,2.0986913816617e-08,-1.2293457984924e-07,0.0075,0.0005,0.000875
2.5820347250058e-07,0.00098934831339357,224,201978696.62679,-1.4210003501095e-07,1.9373288878567e-07,-1.7136335372925e-07,1.3321758297484e-09,-1.6763806343079e-07,0.0085,0.0005,0.000875
2.5820347250052e-07,0.00098934831339356,225,201978696.62679,5.3301754348568e-08,-1.7865956030892e-07,-1.5087425708771e-07,-2.7639757059091e-08,-2.1234154701233e-07,0.0095,0.0005,0.000875
2.5820347250039e-07,0.00098934831339353,226,201978696.62679,2.3688196715115e-07,-1.3807135560153e-07,-7.1059912443161e-07,-2.5421775055638e-08,-1.5087425708771e-07,0.0105,0.0005,0.000875
2.5820347249978e-07,0.00098934831339349,227,201978696.62679,1.0615032937883e-07,4.2270344818696e-07,-1.218169927597e-06,-5.0277920797058e-08,9.9092721939087e-07,0.0115,0.0005,0.000875
2.5820347250061e-07,0.00098934831339357,228,201978696.62679,-1.3195736722798e-08,-3.8732964055915e-08,-3.0733644962311e-08,-2.6123467922229e-08,-1.0989606380463e-07,0.0005,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,229,201978696.62679,-4.6287184977275e-08,-4.2359538598186e-08,-4.936009645462e-08,-3.4976915648198e-08,-6.5192580223083e-08,0.0015,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,230,201978696.62679,-2.1222962903024e-08,-1.016148710701e-08,3.4458935260773e-08,-2.3716370295652e-08,5.9604644775391e-08,0.0025,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,231,201978696.62679,1.8856340962587e-08,4.9576448332766e-08,-2.589076757431e-07,2.3101992991789e-08,-1.8440186977386e-07,0.0035,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,232,201978696.62679,-1.3670887979327e-08,4.3941588204429e-08,-1.0151416063309e-07,8.4974742014198e-09,-3.7252902984619e-08,0.0045,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,233,201978696.62679,1.5911759238851e-08,-1.7584221665672e-07,-2.1327286958694e-07,-2.4130971102588e-08,-1.6763806343079e-07,0.0055,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,234,201978696.62679,-1.9168041770815e-08,-2.2293482523292e-07,8.9406967163086e-08,-1.3834871068547e-08,1.564621925354e-07,0.0065,0.0015,0.000875
2.582034725006e-07,0.00098934831339357,235,201978696.62679,-3.3042677224424e-08,1.064020979764e-07,-2.4307519197464e-07,7.6441099682619e-09,-1.8812716007233e-07,0.0075,0.0015,0.000875
2.5820347250059e-07,0.00098934831339357,236,201978696.62679,5.5207610375267e-08,2.7233744924792e-07,1.2852251529694e-07,-8.4778565432217e-09,1.2107193470001e-07,0.0085,0.0015,0.000875
2.5820347250053e-07,0.00098934831339356,237,201978696.62679,2.2606852801692e-08,-3.3073542087701e-08,-2.8312206268311e-07,2.7552969402506e-08,-3.5949051380157e-07,0.0095,0.0015,0.000875
2.5820347250039e-07,0.00098934831339353,238,201978696.62679,2.6211509170226e-07,-1.9831542645135e-07,-3.5855919122696e-07,-3.2954968258232e-08,1.024454832077e-07,0.0105,0.0015,0.000875
2.5820347249974e-07,0.00098934831339349,239,201978696.62679,2.3289093749232e-07,1.1100740026672e-06,-1.310370862484e-06,1.4750737205067e-07,4.5262277126312e-07,0.0115,0.0015,0.000875
2.5820347250061e-07,0.00098934831339357,240,201978696.62679,-2.1065608352577e-09,-3.3642250924285e-08,-6.8917870521545e-08,-1.6176657157022e-08,-3.7252902984619e-09,0.0005,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,241,201978696.62679,1.7201841695315e-08,-1.3190940098637e-07,-3.0733644962311e-08,-4.3004943791722e-08,-5.774199962616e-08,0.0015,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,242,201978696.62679,-3.0190985973868e-08,5.2307084724068e-08,1.7415732145309e-07,-4.5235109535408e-08,1.3038516044617e-07,0.0025,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,243,201978696.62679,1.3484895653568e-08,-1.5589243620821e-08,-2.6356428861618e-07,4.5251875652485e-08,-2.1792948246002e-07,0.0035,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,244,201978696.62679,4.762840954141e-08,-2.8538127387758e-07,-8.661299943924e-08,1.6950618896668e-08,-7.0780515670776e-08,0.0045,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,245,201978696.62679,-3.442719840215e-08,-2.2636000635747e-07,-2.4493783712387e-07,-3.1859490395411e-08,-2.346932888031e-07,0.0055,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,246,201978696.62679,-4.2944862928814e-08,1.5300746588074e-07,3.7252902984619e-08,7.0699104977782e-09,3.7252902984619e-09,0.0065,0.0025,0.000875
2.5820347250061e-07,0.00098934831339357,247,201978696.62679,-1.4664743430064e-07,2.1723928983971e-07,8.0093741416931e-08,-1.6322259504558e-08,7.4505805969238e-08,0.0075,0.0025,0.000875
2.5820347250061e-07,0.00098934831339356,248,201978696.62679,-7.7465143734953e-08,7.9677917977517e-08,1.9464641809464e-07,2.8091005876404e-08,1.7508864402771e-07,0.0085,0.0025,0.000875
2.5820347250056e-07,0.00098934831339355,249,201978696.62679,-1.7803904443965e-08,1.3050878999385e-07,-3.7252902984619e-09,-1.5113222457828e-09,-1.9185245037079e-07,0.0095,0.0025,0.000875
2.582034725004e-07,0.00098934831339353,250,201978696.62679,1.2255788563378e-07,9.3274322918314e-08,-3.2596290111542e-08,4.3284682910245e-10,2.7939677238464e-08,0.0105,0.0025,0.000875
2.5820347249968e-07,0.00098934831339351,251,201978696.62679,2.5066650840525e-07,2.0525819905079e-07,-9.6485018730164e-07,-1.2214380195244e-07,3.0733644962311e-07,0.0115,0.0025,0.000875
2.582034725006e-07,0.00098934831339357,252,201978696.62679,2.0847520588749e-08,-6.2652940299112e-09,1.6763806343079e-07,-4.9254378077706e-08,1.8440186977386e-07,0.0005,0.0035,0.000875
2.582034725006e-07,0.00098934831339357,253,201978696.62679,-6.8896865813039e-09,-1.6309343041287e-08,9.9651515483856e-08,-1.9271150488953e-08,8.1956386566162e-08,0.0015,0.0035,0.000875
2.582034725006e-07,0.00098934831339357,254,201978696.62679,-3.4584924597205e-10,5.9249327117691e-08,-1.1920928955078e-07,1.0324275891913e-08,-1.0430812835693e-07,0.0025,0.0035,0.000875
2.582034725006e-07,0.00098934831339357,255,201978696.62679,7.4057047829922e-09,-1.3740297013886e-08,-4.8428773880005e-08,3.0727471978942e-08,-1.1175870895386e-08,0.0035,0.0035,0.000875
2.582034725006e-07,0.00098934831339357,256,201978696.62679,-2.9005949012499e-08,-2.4212959893818e-07,-3.5762786865234e-07,-2.1682849695663e-08,-2.8684735298157e-07,0.0045,0.0035,0.000875
2.5820347250061e-07,0.00098934831339357,257,201978696.62679,-5.1555444781052e-08,-1.2918829867319e-07,-2.2165477275848e-07,4.1769659048742e-08,-2.1234154701233e-07,0.0055,0.0035,0.000875
2.5820347250061e-07,0.00098934831339357,258,201978696.62679,-1.6695648899753e-08,9.386197052183e-08,5.1222741603851e-08,1.8709031614714e-08,-2.6077032089233e-08,0.0065,0.0035,0.000875
2.5820347250062e-07,0.00098934831339356,259,201978696.62679,5.2177786452556e-08,1.8011128739519e-07,-1.1827796697617e-07,-5.4122679228116e-08,-1.4714896678925e-07,0.0075,0.0035,0.000875
2.5820347250063e-07,0.00098934831339355,260,201978696.62679,7.2441552658031e-08,2.5246850553598e-07,2.9709190130234e-07,5.4844795624602e-08,2.5518238544464e-07,0.0085,0.0035,0.000875
2.582034725006e-07,0.00098934831339354,261,201978696.62679,-1.4536025045677e-08,2.2746284113382e-07,-5.774199962616e-08,3.8291907726431e-08,-2.9802322387695e-07,0.0095,0.0035,0.000875
2.5820347250043e-07,0.00098934831339353,262,201978696.62679,2.0686514603539e-07,-4.8242246656467e-08,6.0535967350006e-08,-7.3329004949697e-08,-8.1956386566162e-08,0.0105,0.0035,0.000875
2.582034724996e-07,0.00098934831339353,263,201978696.62679,1.7928704679252e-07,-2.2107569975292e-07,-5.0477683544159e-07,1.4868840240569e-08,1.8440186977386e-07,0.0115,0.0035,0.000875
2.582034725006e-07,0.00098934831339357,264,201978696.62679,3.3456580723032e-08,1.1398231026958e-08,5.1222741603851e-08,-2.6506353497507e-08,9.3132257461548e-08,0.0005,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,265,201978696.62679,-1.4495131474251e-08,2.3219673156387e-08,2.7939677238464e-09,2.7277741023244e-08,6.7055225372314e-08,0.0015,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,266,201978696.62679,-1.3211974212353e-08,-8.1663887688513e-08,-2.3655593395233e-07,1.1955091304116e-07,-1.7695128917694e-07,0.0025,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,267,201978696.62679,-6.9891318970061e-08,-2.5109152116449e-08,-1.4901161193848e-08,1.2171547868603e-08,5.5879354476929e-08,0.0035,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,268,201978696.62679,-4.0408021259034e-08,-2.5768788575458e-07,-3.2223761081696e-07,-5.2153063543757e-09,-2.3283064365387e-07,0.0045,0.0045,0.000875
2.582034725006e-07,0.00098934831339357,269,201978696.62679,6.5295891903605e-08,-2.7240196607693e-07,-1.1827796697617e-07,-3.3263385515125e-09,-2.1234154701233e-07,0.0055,0.0045,0.000875
2.582034725006e-07,0.00098934831339356,270,201978696.62679,-9.8240570243439e-08,-2.1271909231883e-07,-7.4505805969238e-08,2.5042599805012e-08,-1.322478055954e-07,0.0065,0.0045,0.000875
2.582034725006e-07,0.00098934831339356,271,201978696.62679,-1.1305597334068e-07,8.3769092244174e-08,-8.5681676864624e-08,1.3560406415965e-07,-2.0489096641541e-08,0.0075,0.0045,0.000875
2.5820347250061e-07,0.00098934831339355,272,201978696.62679,-5.1585818700951e-08,-2.0010763231778e-07,-1.7695128917694e-08,1.0279135179871e-07,-3.5390257835388e-08,0.0085,0.0045,0.000875
2.5820347250061e-07,0.00098934831339354,273,201978696.62679,1.5063262790993e-08,-1.2505654272847e-07,-1.1269003152847e-07,7.3980875193428e-08,-3.3155083656311e-07,0.0095,0.0045,0.000875
